company_name,location,ctc,skill_required
CloudVandana Solutions,Work from home,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Sales
Tnw International Private Limited,Delhi,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Effective Communication
Tosh Innovations Private Limited (Blockchain Council),Work from home,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Administrative Support
Rudhra Solar & Aqua India Private Limited,Bangalore,"₹ 2,24,000 - 3,80,000                                

                        ₹ 2,24,000 - 3,80,000 /year",English Proficiency (Spoken)
DefiLeap Consulting,Delhi                                            (Hybrid),"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Digital Marketing
Web N Soft Solution,Indore,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Digital Marketing
WEchartered Consultancy Private Limited,Gurgaon,"₹ 2,50,000 - 2,90,000                                

                        ₹ 2,50,000 - 2,90,000 /year",English Proficiency (Spoken)
Greatworks Interiors Private Limited,Chennai,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Adobe Photoshop
GREEN VIKALP LLP,"Haryana, Bihar, Uttar Pradesh","₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Effective Communication
Atlanta Systems Private Limited,Delhi,"₹ 4,00,000                                

                        ₹ 4,00,000 /year",Electrical Machines
Science-O-Mania™,Gurgaon,"₹ 2,00,000 - 3,50,000                                

                        ₹ 2,00,000 - 3,50,000 /year",Business Analysis
Misaki Hotel Pvt. Ltd.,Manesar,"₹ 3,12,000 - 3,84,000                                

                        ₹ 3,12,000 - 3,84,000 /year",English Proficiency (Spoken)
TIGI HR Solution Private Limited,Ahmedabad,"₹ 3,00,000                                

                        ₹ 3,00,000 /year",English Proficiency (Spoken)
VERVE Business Solutions,Pune,"₹ 2,10,000 - 3,00,000                                

                        ₹ 2,10,000 - 3,00,000 /year",Gujarati Proficiency (Spoken)
Metadesign India Pvt Ltd,Mumbai,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",MS-Office
Kashika Bhatia,Work from home,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Digital Marketing
Qesh Aesthetics Private Limited,Pune,"₹ 2,50,000 - 3,40,000                                

                        ₹ 2,50,000 - 3,40,000 /year",Administrative Support
The Greenish Affair,Delhi,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Administrative Support
National Indian Film Festival Of Australia,Work from home,"₹ 2,54,000                                

                        ₹ 2,54,000 /year",Branding
ROUTINE REGIME PRIVATE LIMITED,"Delhi, Noida","₹ 4,00,000 - 7,50,000                                

                        ₹ 4,00,000 - 7,50,000 /year",APIs
The Agency Source,Delhi,"₹ 2,00,000 - 2,00,001                                

                        ₹ 2,00,000 - 2,00,001 /year",English Proficiency (Spoken)
Cameo Corporate Services Limited,Chennai,"₹ 2,00,000 - 2,20,000                                

                        ₹ 2,00,000 - 2,20,000 /year",Effective Communication
The Promising Indians Society,"Faridabad, Delhi, Gurgaon, Noida","₹ 2,50,000 - 3,20,000                                

                        ₹ 2,50,000 - 3,20,000 /year",Administrative Support
TechXR Innovations Private Limited,Noida,"₹ 2,20,000 - 2,64,000                                

                        ₹ 2,20,000 - 2,64,000 /year",Client Interaction
Webboombaa,Work from home,"₹ 7,00,000 - 11,00,000                                

                        ₹ 7,00,000 - 11,00,000 /year",Adobe Creative Suite
SpireEdu,Work from home,"₹ 2,00,000 - 2,00,001                                

                        ₹ 2,00,000 - 2,00,001 /year",Economics
SpireEdu Services,Work from home,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Operations
SpireEdu Services,Work from home,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Electrical Machines
DeeGee Techlytics Solutions Private Limited,Gurgaon,"₹ 3,00,000                                

                        ₹ 3,00,000 /year",Client Interaction
Krenai,Gurgaon,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Adobe Illustrator
Livingstone Institute Of Future Technologies,Noida,"₹ 2,30,000 - 2,50,000                                

                        ₹ 2,30,000 - 2,50,000 /year",Digital Marketing
SpireEdu Services,Work from home,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Statistics
Webboombaa,Work from home,"₹ 2,50,000 - 4,00,000                                

                        ₹ 2,50,000 - 4,00,000 /year",Adobe After Effects
Leverage Edu,Noida,"₹ 4,60,000 - 6,50,000                                

                        ₹ 4,60,000 - 6,50,000 /year",English Proficiency (Spoken)
Delhi Digital Co.,Delhi,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Adobe After Effects
RJ Global Solutions,Hyderabad,"₹ 5,60,000 - 8,25,000                                

                        ₹ 5,60,000 - 8,25,000 /year",Corporate Governance
Dwellio Tution Experts,Bangalore,"₹ 4,20,000 - 6,00,000                                

                        ₹ 4,20,000 - 6,00,000 /year",Biology
Smart Investors,"Gurgaon, Rewari","₹ 2,40,000 - 4,20,000                                

                        ₹ 2,40,000 - 4,20,000 /year",Public Relations
Agha Caravan International,Mumbai,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",Adobe Illustrator
AgreeYa Solutions,Noida                                            (Hybrid),"₹ 2,50,000 - 3,50,000                                

                        ₹ 2,50,000 - 3,50,000 /year",Quality Assurance/Quality Control (QA/QC)
India Loves Holidays,Delhi,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",Holiday Package Design
Primo Hiring,Work from home,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Content Marketing
RIVR,Chennai,"₹ 2,05,000                                

                        ₹ 2,05,000 /year",Canva
Agha Caravan International,Mumbai,"₹ 2,50,000 - 3,50,000                                

                        ₹ 2,50,000 - 3,50,000 /year",Accounting
Vichinth,Delhi,"₹ 2,00,000 - 2,24,000                                

                        ₹ 2,00,000 - 2,24,000 /year",Database Management System (DBMS)
FreEMI.in,Kolkata,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Customer Support
Web Media Experts LLC,Vadodara,"₹ 2,00,000 - 2,90,000                                

                        ₹ 2,00,000 - 2,90,000 /year",English Proficiency (Spoken)
Agha Caravan International,Mumbai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",AutoCAD
Mind Oriented,Work from home,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",English Proficiency (Spoken)
QShala,Bangalore                                            (Hybrid),"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Effective Communication
Moomoth Media Private Limited,Vadodara                                            (Hybrid),"₹ 7,50,000 - 12,00,000                                

                        ₹ 7,50,000 - 12,00,000 /year",Marketing Strategy
Styrotech Industries,"Kolhapur, Pune, Ahmednagar, Satara, Sindhudurg","₹ 2,45,000 - 2,55,000                                

                        ₹ 2,45,000 - 2,55,000 /year",MS-Excel
Anwentec Innovations Pvt Ltd,Hyderabad,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Effective Communication
Vichinth,Delhi,"₹ 2,00,000 - 2,24,000                                

                        ₹ 2,00,000 - 2,24,000 /year",MS-Excel
"Seva Sahayog Foundation                            
NGO",Thane                                            (Hybrid),"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Social Media Marketing
EvenRank,Bangalore                                            (Hybrid),"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",Effective Communication
Exquisite Employee Manifest,"Amritsar, Delhi, Mumbai, Vijayawada, Nagpur, Bangalore, Tamil Nadu, Lucknow, Hyderabad, Bhopal","₹ 2,00,000 - 5,00,000                                

                        ₹ 2,00,000 - 5,00,000 /year",Audiology
Benchmarx Academy,Mumbai,"₹ 3,30,000 - 3,85,000                                

                        ₹ 3,30,000 - 3,85,000 /year",English Proficiency (Spoken)
Eagle Info Services,Work from home,"₹ 5,50,000 - 8,00,000                                

                        ₹ 5,50,000 - 8,00,000 /year",Effective Communication
Universal Adventures,Work from home,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",English Proficiency (Spoken)
Techyguide OPC Private Limited,Bangalore,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",English Proficiency (Spoken)
Educatter,Work from home,"₹ 3,50,000 - 4,00,000                                

                        ₹ 3,50,000 - 4,00,000 /year",English Proficiency (Spoken)
MentorKart (DGguru Learning Solutions Private Limited),"Delhi, Gurgaon","₹ 2,80,000 - 3,60,000                                

                        ₹ 2,80,000 - 3,60,000 /year",Accounting
Educatter,Work from home,"₹ 3,50,000 - 4,00,000                                

                        ₹ 3,50,000 - 4,00,000 /year",English Proficiency (Spoken)
Educatter,Work from home,"₹ 3,50,000 - 4,00,000                                

                        ₹ 3,50,000 - 4,00,000 /year",English Proficiency (Spoken)
Ginseng Hotels,Delhi,"₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",Computer skills
Vaidam Health Private Limited,Gurgaon,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",CMS (Content Management System)
Aarna,Ahmedabad,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",Accounting Software
PNT Robotics & Automation Solutions LLP,Dombivli,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Arduino
Decathlon,Dahisar,"₹ 2,20,000 - 2,50,000                                

                        ₹ 2,20,000 - 2,50,000 /year",Effective Communication
Nikinscribes,Dehradun                                            (Hybrid),"₹ 2,00,000 - 2,35,000                                

                        ₹ 2,00,000 - 2,35,000 /year",Creative Writing
Footprints Childcare Private Limited,Hyderabad,"₹ 2,01,000 - 2,12,000                                

                        ₹ 2,01,000 - 2,12,000 /year",Effective Communication
VenusCast,Work from home,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Business Development
Vaibhav Industries,Jaipur,"₹ 4,00,000 - 12,00,000                                

                        ₹ 4,00,000 - 12,00,000 /year",Data Analysis
Karyarth Consultants,Bangalore,"₹ 5,50,000 - 9,00,000                                

                        ₹ 5,50,000 - 9,00,000 /year",Business Development
SARVA SIDDHI TIMBERS,Delhi,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",Display Ads
HR Hood,Bangalore,"₹ 3,24,000 - 3,74,002                                

                        ₹ 3,24,000 - 3,74,002 /year",Client Interaction
Mobilogi Technologies,Gurgaon,"₹ 2,51,000 - 3,05,000                                

                        ₹ 2,51,000 - 3,05,000 /year",CMS (Content Management System)
Rx Divine Medicos,Delhi,"₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",Accounting
Clay Design Strategy,Mumbai,"₹ 2,50,000 - 3,80,000                                

                        ₹ 2,50,000 - 3,80,000 /year",Adobe After Effects
Fasttrack HR Services Private Limited,Indore,"₹ 2,01,000 - 2,45,000                                

                        ₹ 2,01,000 - 2,45,000 /year",English Proficiency (Spoken)
Precision Pro Events,Chennai,"₹ 2,00,000 - 2,30,000                                

                        ₹ 2,00,000 - 2,30,000 /year",Creative Writing
Myinception Tech,Chennai,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Effective Communication
Shrakpbmedia,Work from home,"₹ 2,10,000 - 5,30,000                                

                        ₹ 2,10,000 - 5,30,000 /year",Effective Communication
A Plus R Architects,Chennai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",AutoCAD
SMCA Chess School Mumbai,Mumbai,"₹ 2,40,000 - 2,50,000                                

                        ₹ 2,40,000 - 2,50,000 /year",English Proficiency (Spoken)
Riggear,Bangalore,"₹ 2,40,000 - 3,40,000                                

                        ₹ 2,40,000 - 3,40,000 /year",3D Modeling
GenAI People,Work from home,"₹ 3,00,000 - 3,84,000                                

                        ₹ 3,00,000 - 3,84,000 /year",Online Teaching
Vega Visionary,Work from home,"₹ 2,40,000                                

                        ₹ 2,40,000 /year",MS-Excel
Transcom India,Gurgaon,"₹ 3,12,000 - 3,60,000                                

                        ₹ 3,12,000 - 3,60,000 /year",Effective Communication
Hays Business Solutions Private Limited,"Gurgaon, Noida                                            (Hybrid)","₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",Advanced Excel
Vulture Innovation Private Limited,Gurgaon,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",AutoCAD
ViewZen Labs Private Limited,"Chennai, Bangalore","₹ 8,00,000                                

                        ₹ 8,00,000 /year",Express.js
WES Consultancy & Services Private Limited,Raipur,"₹ 2,00,000 - 5,00,000                                

                        ₹ 2,00,000 - 5,00,000 /year",CodeIgniter
"Raklyar Ent. (Haifa, Israel)",Work from home,"₹ 3,00,000 - 19,50,000                                

                        ₹ 3,00,000 - 19,50,000 /year",Artificial intelligence
Nayak & Rane,Mumbai,"₹ 2,00,000 - 6,00,000                                

                        ₹ 2,00,000 - 6,00,000 /year",Accounting
Eduguide Overseas Studies Pvt. Ltd.,Vasai,"₹ 6,80,000 - 12,80,000                                

                        ₹ 6,80,000 - 12,80,000 /year",Effective Communication
PNT Academy,Mumbai,"₹ 2,00,000 - 3,50,000                                

                        ₹ 2,00,000 - 3,50,000 /year",Arduino
Shree Ganpati Footwear,Work from home,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Business Analysis
Aadi Giri Private Limited,Bangalore,"₹ 2,20,000 - 2,40,000                                

                        ₹ 2,20,000 - 2,40,000 /year",Accounting
Agarwal Classes LearnVilla,Sagar,"₹ 4,00,000 - 6,00,000                                

                        ₹ 4,00,000 - 6,00,000 /year",Chemistry
Red Rail Tours,Mumbai,"₹ 2,00,001 - 4,00,001                                

                        ₹ 2,00,001 - 4,00,001 /year",English Proficiency (Spoken)
Core Techies India Private Limited,Noida,"₹ 2,00,000 - 3,36,000                                

                        ₹ 2,00,000 - 3,36,000 /year",Digital Marketing
Caffeine Clicks Marketing,Work from home,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Adobe After Effects
Athulya Assisted Private Limited,Chennai,"₹ 5,00,000 - 7,00,000                                

                        ₹ 5,00,000 - 7,00,000 /year",Effective Communication
Medizoc Healthcare,Work from home,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",Adobe After Effects
E Publication Services Pvt Ltd,Panchkula,"₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",Effective Communication
Flutch Technology Private Limited,Bangalore,"₹ 4,00,000 - 6,00,000                                

                        ₹ 4,00,000 - 6,00,000 /year",Digital Marketing
Ekido Holiday Tours Private Limited,Mohali,"₹ 3,50,000 - 6,00,000                                

                        ₹ 3,50,000 - 6,00,000 /year",MS-Office
WES Consultancy & Services Private Limited,Raipur,"₹ 2,00,000 - 4,00,000                                

                        ₹ 2,00,000 - 4,00,000 /year",Digital Marketing
ByteXL India Private Limited,Chandigarh,"₹ 5,00,000 - 10,00,000                                

                        ₹ 5,00,000 - 10,00,000 /year",C Programming
4am Designs,Mumbai,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Accounting
EquiFolio Business Solutions,Karnal,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",English Proficiency (Spoken)
Culture Circle,Gurgaon,"₹ 3,60,000 - 4,00,000                                

                        ₹ 3,60,000 - 4,00,000 /year",Django
SocialArrow,"Delhi, Noida","₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Effective Communication
Arise Medical Academy,Delhi,"₹ 2,04,000 - 2,52,000                                

                        ₹ 2,04,000 - 2,52,000 /year",Accounting
StampMyVisa,"Delhi, Bangalore","₹ 2,88,000 - 4,50,000                                

                        ₹ 2,88,000 - 4,50,000 /year",Business Development
FederPath Consultants,Hyderabad,"₹ 3,00,000 - 9,00,000                                

                        ₹ 3,00,000 - 9,00,000 /year",Active Learning
Wear Zing,Jaipur,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Customer Support
Technopolis Townships Private Limited,Ahmedabad,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",AutoCAD
UniAcco,"Delhi, Hyderabad, Mumbai","₹ 3,00,000 - 3,60,000                                

                        ₹ 3,00,000 - 3,60,000 /year",Effective Communication
Acadecraft Private Limited,Noida,"₹ 3,00,000 - 3,36,000                                

                        ₹ 3,00,000 - 3,36,000 /year",Recruitment
Garekars Md LLP,"Delhi, Gurgaon","₹ 6,00,000 - 12,00,000                                

                        ₹ 6,00,000 - 12,00,000 /year",Adobe After Effects
Hangout Holidays,Srinagar,"₹ 10,75,000 - 10,87,000                                

                        ₹ 10,75,000 - 10,87,000 /year",Computer skills
NVS Travel Solutions Private Limited,Bangalore,"₹ 3,08,000 - 3,30,000                                

                        ₹ 3,08,000 - 3,30,000 /year",B2B Sales
Immabeme Solutions Private Limited,Noida,"₹ 2,00,000 - 3,40,000                                

                        ₹ 2,00,000 - 3,40,000 /year",English Proficiency (Spoken)
Chola Apparels,Bangalore,"₹ 4,00,000 - 9,80,000                                

                        ₹ 4,00,000 - 9,80,000 /year",Sales
Absoft IT Solutions,Gurgaon,"₹ 3,60,000 - 6,00,000                                

                        ₹ 3,60,000 - 6,00,000 /year",Zoho CRM
Kabia Investment Managers,Noida,"₹ 2,16,000 - 3,00,000                                

                        ₹ 2,16,000 - 3,00,000 /year",Document Management
Indian Hotel Directory,Gurgaon,"₹ 3,00,000 - 3,50,000                                

                        ₹ 3,00,000 - 3,50,000 /year",Digital Marketing
Altudo,Work from home,"₹ 4,00,000 - 5,00,000                                

                        ₹ 4,00,000 - 5,00,000 /year",English Proficiency (Spoken)
Lea Energy Private Limited,Patna,"₹ 2,28,000 - 3,36,000                                

                        ₹ 2,28,000 - 3,36,000 /year",MS-Excel
Zone Media,"Delhi, Gurgaon","₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",Digital Marketing
Bambians,Delhi                                            (Hybrid),"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Content Editing
FIKAA,Mumbai,"₹ 2,45,000 - 3,10,000                                

                        ₹ 2,45,000 - 3,10,000 /year",Effective Communication
Adarsha Interiors,Bangalore,"₹ 3,00,000 - 4,80,000                                

                        ₹ 3,00,000 - 4,80,000 /year",AutoCAD
Juniors Brands Private Limited,Jaipur,"₹ 2,00,000 - 2,55,000                                

                        ₹ 2,00,000 - 2,55,000 /year",Adobe Illustrator
Gold Coast Films LLP,Mumbai,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",English Proficiency (Spoken)
Qubec Bio Solutions,Work from home,"₹ 2,00,000 - 6,00,000                                

                        ₹ 2,00,000 - 6,00,000 /year",English Proficiency (Spoken)
Figureout Entreprises,Work from home,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",Adobe After Effects
Market Vistas Consumer Insights,Mumbai,"₹ 5,00,000 - 5,50,000                                

                        ₹ 5,00,000 - 5,50,000 /year",English Proficiency (Spoken)
Business Outreach Magazine,Work from home,"₹ 2,00,000 - 2,16,000                                

                        ₹ 2,00,000 - 2,16,000 /year",Client Relationship
Spoctech Green Ventures,Mumbai,"₹ 2,00,000 - 2,25,000                                

                        ₹ 2,00,000 - 2,25,000 /year",English Proficiency (Spoken)
Apna Naukri Network,Kolkata,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",HTML
Ekdanta Developers,"Thane, Mumbai","₹ 3,60,000 - 5,50,000                                

                        ₹ 3,60,000 - 5,50,000 /year",Computer skills
BLR Logistiks (I) Limited,Mumbai,"₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",English Proficiency (Spoken)
CSTE International,"Faridabad, Delhi, Noida, Gurgaon","₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Customer Support
Kukreja Associates,Kolkata,"₹ 2,00,000 - 2,40,000                                

                        ₹ 2,00,000 - 2,40,000 /year",Adobe Photoshop
Happiness Plans,Indore,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",English Proficiency (Spoken)
Manavritti Solutions PVT LTD,Pune,"₹ 3,00,000 - 5,00,000                                

                        ₹ 3,00,000 - 5,00,000 /year",Mathematics
Ambe Healthcare Staffing,"Mumbai, Nashik","₹ 2,00,000 - 2,50,000                                

                        ₹ 2,00,000 - 2,50,000 /year",Effective Communication
Wehire Talent Solutions,Work from home,"₹ 4,00,000 - 5,40,000                                

                        ₹ 4,00,000 - 5,40,000 /year",English Proficiency (Spoken)
Swanna Kumar,Work from home,"₹ 2,10,000 - 2,60,000                                

                        ₹ 2,10,000 - 2,60,000 /year",Bootstrap
Wehire Talent Solutions,Work from home,"₹ 4,00,000 - 5,40,000                                

                        ₹ 4,00,000 - 5,40,000 /year",English Proficiency (Spoken)
Digicareer,Work from home,"₹ 2,00,000 - 2,20,000                                

                        ₹ 2,00,000 - 2,20,000 /year",Digital Marketing
Vikasietum Tecknology,Work from home,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Adobe Creative Suite
ONE XL INFO LLP,"Pune, Thergaon","₹ 3,36,000 - 3,84,000                                

                        ₹ 3,36,000 - 3,84,000 /year",Manual Testing
Altibbe Health Private Limited,Hyderabad                                            (Hybrid),"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Artificial intelligence
Wehire Talent Solutions,Work from home,"₹ 5,00,000 - 5,40,000                                

                        ₹ 5,00,000 - 5,40,000 /year",Effective Communication
Edvanta Technologies,Noida,"₹ 3,00,000 - 4,20,000                                

                        ₹ 3,00,000 - 4,20,000 /year",Artificial intelligence
Bluespace Studio,Agra,"₹ 2,40,000 - 3,60,000                                

                        ₹ 2,40,000 - 3,60,000 /year",CSS
Yellow Spark LLP,"Navi Mumbai, Mumbai","₹ 5,00,000 - 7,00,000                                

                        ₹ 5,00,000 - 7,00,000 /year",Effective Communication
CareerNxt,Bangalore                                            (Hybrid),"₹ 2,50,000 - 3,50,000                                

                        ₹ 2,50,000 - 3,50,000 /year",B2B Sales
Luminarist Studio Private Limited,Vadodara,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Adobe After Effects
Tax Academi,Work from home,"₹ 2,00,000 - 2,16,000                                

                        ₹ 2,00,000 - 2,16,000 /year",English Proficiency (Spoken)
Money Honey Financial Services Private Limited,Mumbai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Effective Communication
Risali Developers,Kalyan,"₹ 2,00,000 - 5,00,000                                

                        ₹ 2,00,000 - 5,00,000 /year",Effective Communication
Calling Dreams,Work from home,"₹ 3,00,000 - 4,00,000                                

                        ₹ 3,00,000 - 4,00,000 /year",Adobe After Effects
Gaalu Paalu Dream Entertainments,Work from home,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",AI Image Generation
Vagabond Holidays,Gurgaon,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",Effective Communication
Jainys Cereals Pvt Ltd,Farrukh Nagar,"₹ 2,40,000 - 3,00,000                                

                        ₹ 2,40,000 - 3,00,000 /year",JavaScript
Anup Solutions,Vadodara,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",English Proficiency (Spoken)
Natcare Solutions Private Limited,Hyderabad,"₹ 2,50,000 - 5,00,000                                

                        ₹ 2,50,000 - 5,00,000 /year",Branding
Flow Ink And Coatings Pvt Ltd,Bavla,"₹ 2,40,000 - 2,90,000                                

                        ₹ 2,40,000 - 2,90,000 /year",Accounting
KK Silver,Jaipur,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Effective Communication
GenieMonk,Work from home,"₹ 2,00,000 - 6,00,000                                

                        ₹ 2,00,000 - 6,00,000 /year",AngularJS
City Art Factory,Kolkata,"₹ 2,25,000 - 4,60,000                                

                        ₹ 2,25,000 - 4,60,000 /year",English Proficiency (Spoken)
Bajaj Processpack Limited,Noida,"₹ 2,10,000 - 4,13,000                                

                        ₹ 2,10,000 - 4,13,000 /year",Coordination
Girl Power Talk,"Chennai, Delhi, Indore, Lucknow, Mohali, Jaipur","₹ 3,40,000 - 4,80,000                                

                        ₹ 3,40,000 - 4,80,000 /year",Digital Marketing
Byond Boundrys,Noida,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",English Proficiency (Written)
IIH Global,Ahmedabad,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Content Writing
Secured Engineers Private Limited,Ludhiana,"₹ 2,00,000 - 2,10,000                                

                        ₹ 2,00,000 - 2,10,000 /year",Client Relationship Management (CRM)
Trade Brains,Bangalore,"₹ 2,40,000 - 3,60,000                                

                        ₹ 2,40,000 - 3,60,000 /year",Content Editing
Action X Outsource (OPC) Private Limited,Work from home,"₹ 2,05,000 - 2,48,000                                

                        ₹ 2,05,000 - 2,48,000 /year",Recruitment
Spier Infotech,Pune,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",English Proficiency (Written)
EDURUSSIA EDUCATION PRIVATE LIMITED,Mumbai,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Client Relationship Management (CRM)
Techdefence Labs Solutions Limited,Ahmedabad,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",Client Interaction
Reventors Techno Lab,Jaipur,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Digital Marketing
Hiring Falcon Private Limited,Bangalore,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Effective Communication
Vivek Gupta,Mumbai,"₹ 2,10,000 - 3,00,000                                

                        ₹ 2,10,000 - 3,00,000 /year",English Proficiency (Spoken)
Shriram Life Insurance Company Limited,Kanpur,"₹ 2,55,000 - 3,20,000                                

                        ₹ 2,55,000 - 3,20,000 /year",Effective Communication
Vecmocon Technologies,Bangalore,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Data entry
BizAneKdotes,"Delhi, Gurgaon                                            (Hybrid)","₹ 2,50,000 - 3,00,000                                

                        ₹ 2,50,000 - 3,00,000 /year",English Proficiency (Spoken)
Adzyro Media,Work from home,"₹ 2,00,000 - 3,00,000                                

                        ₹ 2,00,000 - 3,00,000 /year",Affiliate Marketing
"Bollywood Burgers- Sydney, Australia",Work from home,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",Content Editing
Auli Lifestyle,Kolkata,"₹ 2,00,000 - 3,50,000                                

                        ₹ 2,00,000 - 3,50,000 /year",Adobe Illustrator
Aronsol Private Limited,Hyderabad,"₹ 2,00,000 - 2,30,000                                

                        ₹ 2,00,000 - 2,30,000 /year",Email Marketing
Balu  Decorators,Coimbatore,"₹ 2,00,000 - 3,60,000                                

                        ₹ 2,00,000 - 3,60,000 /year",Accounting
Klickwatt Infra Private Limited,Mumbai,"₹ 2,00,000                                

                        ₹ 2,00,000 /year",MS-Excel
ReportsInsights Consulting Pvt Ltd,Pune,"₹ 3,00,000 - 3,50,000                                

                        ₹ 3,00,000 - 3,50,000 /year",B2B Sales
